ID,Name,First,Last,City,State,Publisher,Subject,Link
303,"The AL A & M Faculty Research Journal",1983,,"Normal","Alabama","Alabama A & M University (Normal, AL)","Education (Higher) | Colleges and universities—Faculty and staff | Airline pilots",
305,"Alabama A &M College News",1951,,"Normal","Alabama","Alabama Agricultural and Mechanical College","Colleges and universities—Students | Airline pilots",
307,"Alabama Christian Movement for Human Rights Newsletter",1961,,"Birmingham","Alabama","Alabama Christian Movement for Human Rights","Integration | Civil rights",
309,"The Alabama Council Bulletin",1965,1968,"Huntsville","Alabama","Alabama Council on Human Relations","Race relations | Civil rights",
314,"Alabama State College Alumni News",1951,,"Montgomery","Alabama","Alabama State College (Montgomery, AL)","Colleges and universities—Alumni | Alabama State College (Montgomery, AL)",
316,"The Alabama State Teachers Journal",1959,,"Montgomery","Alabama","Alabama State Teachers Association","Teaching | Education",
320,"Alafia",1971,,"New York","New York","B & G Publications","Theater | Short stories | Poetry | Music | Dance | Art",
322,"ALARA",1996,,"Columbia","Missouri","Afro-Latin American Research Association","Race relations",
325,"The Albany Liberator",1967,,"Albany","New York","Brothers Coordinating Committee","Politics | Education | Civil rights",
328,"The Alcorn Graduate",1902,,"Alcorn","Mississippi","Alcorn College (Lorman, MS)","Colleges and universities—Alumni | Alcorn A & M College (Lorman, MS)",
329,"The Alcorn Report",1981,,"Lorman","Mississippi","Alcorn State University, Office of Public Relations","Colleges and universities—Students | Alcorn State University (Lorman, MS)",
330,"The Alcorn Reporter",1985,,"Lorman","Mississippi","Alcorn State University, Communications Program","Colleges and universities—Students | Alcorn State University (Lorman, MS)",
331,"Alexander’s Magazine",1904,1909,"Boston","Massachusetts","Alexander, Charles","Education | Africa",
334,"Al-Ittihad",1964,,"Champaign","Illinois","Muslim Students’ Association of U.S.A. and Canada","Religion | Muslim Students’ Association of U.S.A. and Canada | Muslim religion | Islam",
335,"Alkebulanian",1989,1992,"Detroit","Michigan","Alkebulans, Inc.","Culture | Afrocentrism | Africa",
336,"All About Girls Magazine",1996,,"St. Louis","Missouri","All About Girls","Youth | Young women | Girls",
339,"All Seeing Eye",1994,,"Bronx","New York","Students of the Ancients","Religion | History | Egypt",
340,"The Alleghenian",1991,,"Pittsburgh","Pennsylvania","Western Pennsylvania African American Historical and Genealogical Society","History | Genealogy",
341,"The Allen Journal",1931,,"Columbia","South Carolina","Allen University (Columbia, MD)","Colleges and universities—Students | Allen University (Columbia, SC)",
342,"The Allen-White Voice",1938,,"Whiteville","Tennessee","Allen-White High School (Whiteville, TN)","High schools—Students | Allen-White High School (Whiteville, TN)",
343,"The Alliance Comrade",1943,,"Washington","District of Columbia","National Alliance of Postal Employees, Washington DC Branch","Trade Unions | Postal employees",
344,"All-Negro Comics",1947,,"Philadelphia","Pennsylvania","All-Negro Comics, Inc.","Comic books, strips, etc. | Cartoons",
345,"The Alma John Workshops Association, Inc. Newsletter.",1979,,"New York","New York","Alma John Workshops Association, Inc.","Community newsletter",
346,"Almighty",1969,,"Chicago","Illinois","Black P. Stone Nation","Radical politics | Gangs",
347,"Alpha Kappa Mu Journal",1945,,"Orangeburg","South Carolina","Alpha Kappa Mu Honor Society","Scholarships | Education (Higher)",
348,"Alpha Newsletter",1985,,"Chicago","Illinois","Alpha Phi Alpha Fraternity","Fraternities and sororities",
349,"Alpha Spirit",1989,,"Chicago","Illinois","Alpha Phi Alpha Fraternity","Fraternities and sororities",
351,"Alternative",1991,,"Los Angeles","California","Clay/Jackson Company","Homosexuality | Gay men | Dining Car Employees Union Local",
352,"Alternative News World Wide",1994,,"Chicago","Illinois","Calvin, Kenneth","Afrocentrism",
354,"Alternatives",1974,,"New York","New York","Dowdy, James H.","Housing | Harlem Commonwealth Council | Economics | Arts",
355,"Alternatives and Solutions",1993,,"Philadelphia","Pennsylvania","Kaman Enterprises, Inc.","Poetry | Hairdressing",
356,"Alumnews",1983,1987,"Miami","Florida","Florida Memorial College (Miami, FL)","Florida Memorial College (Miami, FL) | Colleges and universities—Alumni",
357,"The Alumni Bulletin",1947,,"Montgomery","Alabama","State Teachers College, Alumni Publications Committee","State Teachers College (Montgomery, AL) | Colleges and universities—Alumni",
358,"Alumni Bulletin",1954,,"Atlanta","Georgia","Morris Brown College (Atlanta, GA)","Morris Brown College (Atlanta, GA) | Colleges and universities—Alumni",
359,"Alumni Bulletin",1957,1963,"Jefferson City","Missouri","Lincoln University, Alumni Association","Lincoln University (Jefferson City, MO) | Colleges and universities—Alumni",
361,"The Alumni Bulletin",1952,,"Salisbury","North Carolina","Livingstone College, General Alumni Association","Livingstone College (Salisbury, NC) | Colleges and universities—Students | Colleges and universities—Alumni",
363,"Alumni Journal",1954,,"Atlanta","Georgia","Morris Brown College (Atlanta, GA)","Morris Brown College (Atlanta, GA) | Colleges and universities—Alumni",
364,"The Alumni Journal",1937,,"Wilberforce","Ohio","Wilberforce University, Office of Alumni Affairs","Wilberforce University (Wilberforce, OH) | Colleges and universities—Alumni",
365,"The Alumni Journal of the Virginia Normal and Collegiate Institute",1888,,"Petersburg","Virginia","Virginia Normal and Collegiate Institute (Petersburg, VA)","Virginia Normal and Collegiate Institute (Petersburg, VA) | Colleges and universities—Alumni",
367,"Alumni News",1970,,"Washington","District of Columbia","Howard University, Department of Alumni Affairs","Howard University, Department of Alumni Affairs | Colleges and universities—Alumni",
368,"Alumni News",1995,,"Grambling","Louisiana","Grambling State University (Grambling, LA)","Grambling State University (Grambling, LA) | Colleges and universities—Alumni",
369,"Alumni News",1953,1989,"Jackson","Mississippi","Jackson College (Jackson, MS)","Jackson State University (Jackson, MS) | Colleges and universities—Alumni",
370,"Alumni News",1978,,"Austin","Texas","Huston-Tillotson College, Office of Alumni Affairs","Huston-Tillotson College (Austin, TX) | Colleges and universities—Alumni",
371,"Alumni News Release",1956,,"Atlanta","Georgia","Morris Brown College (Atlanta, GA)","Morris Brown College (Atlanta, GA) | Colleges and universities—Alumni",
372,"Alumni Newsletter",1969,,"Washington","District of Columbia","Howard University (Washington, DC)","Howard University | Colleges and universities—Students | Colleges and universities—Alumni",
373,"Alumni Newsletter",1969,,"Daytona Beach","Florida","Bethune-Cookman College (Daytona Beach, FL)","Colleges and universities—Alumni | Bethune-Cookman College (Daytona Beach, FL)",
375,"Alumni Newsletter",1970,,"Tyler","Texas","Texas College, Office of Alumni Affairs","Texas College (Tyler, TX) | Colleges and universities—Alumni",
376,"Alumni Reunion",1980,,"Tyler","Texas","Texas College, Office of Alumni Affairs","Texas College (Tyler, TX) | Colleges and universities—Alumni",
377,"The Alumni Voice",1939,1976,"New Orleans","Louisiana","Xavier Alumni Association","Xavier University (New Orleans, LA) | Colleges and universities—Alumni",
378,"The Alumni Voice: Newsletter",1987,,"Prairie View","Texas","Prairie View A&M University, National Alumni Association","Prairie View A & M University (Prairie View, TX) | Colleges and universities—Alumni",
379,"Alumni-Line",1988,1990,"Jefferson City","Missouri","Lincoln University, Office of University Relations","Lincoln University (Jefferson City, MO) | Colleges and universities—Alumni",
380,"The Alumnus",1926,,"Atlanta","Georgia","Morehouse College (Atlanta, GA)","Morehouse College (Atlanta, GA) | Colleges and universities—Alumni",
381,"The Alumnus",1969,,"Baton Rouge","Louisiana","Southern University, Alumni Federation","Southern University and A & M College (Baton Rouge, LA) | Colleges and universities—Alumni",
382,"The Alumnus",1948,,"Lorman","Mississippi","Alcorn College (Lorman, MS)","Colleges and universities—Alumni | Alcorn State University (Lorman, MS)",
383,"Alvin Ailey Revelations: The Newsletter of the Friends of Alvin Ailey",1986,,"New York","New York","Dance Theater Foundation, Inc.","Dance",
384,"AMA College Centenials Newsletter",1963,1964,"New York","New York","American Missionary Association","Missions | Education",
385,"AMA: Women in African and American Worlds: An Outlook",1965,,"Washington","District of Columbia","African Bibliographic Center","Women | Bibliography | African-American studies | Africa",
386,"Amandlal: News Updates from the Southern Africa Resource Center",1990,1994,"Minneapolis","Minnesota","Southern Africa Resource Center (SARC)","South Africa | International relations | Apartheid",
387,"Amani",1991,,"Santa Barbara","California","University of California-Santa Barbara","Poetry | Colleges and universities—Students",
388,"AMAS News",1985,,"New York","New York","AMAS Repertory Theatre, Inc.","Theater",
389,"Amazing Grace",1991,,"Palo Alto","California","Amazing Grace Pubications, Inc.","Religion | Men",
390,"Ambrosia: in Celebration of Black Women",1980,,"Berkeley","California","Thomas, Joyce Carol","Women | Short stories | Poetry",
391,"The AMC Report",1990,1992,"Washington","District of Columbia","American Muslim Council","Muslim religion | Islam",
392,"The AME Church Review",1884,,"Atlanta","Georgia","Board of Publication of the A.M.E. Church","Religion | African Methodist Episcopal Church",
394,"The Amen Corner",1993,,"Atlanta","Georgia","Reynolds, Cheryl Renee Moses","Youth | Religion",
395,"The American",1968,,"Evansville","Indiana","Mid-America Publishing Co.","Suffrage | Race relations",
397,"The American and Foreign Anti-Slavery Society Reporter",1840,1846,"New York","New York","American and Foreign Anti-Slavery Society","Slavery | Abolitionists",
398,"American Anti-slavery Almanac",1836,1847,"Boston","Massachusetts","American Anti-slavery Society","Slavery | Poetry | Abolitionists",
